Day,Date,Title,Resources,Checklist,VelogTitle,VelogBody,NotionLink,VelogURL
Day 41,2025.11.25,React + TypeScript 학습 루틴 — Day 41,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 41 — React & TypeScript 실전 루틴,"# 🧠 Day 41 — 학습 주제
> **학습 기간:** 2025.11.25  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 41/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 42 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 42,2025.11.26,React + TypeScript 학습 루틴 — Day 42,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 42 — React & TypeScript 실전 루틴,"# 🧠 Day 42 — 학습 주제
> **학습 기간:** 2025.11.26  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 42/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 43 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 43,2025.11.27,React + TypeScript 학습 루틴 — Day 43,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 43 — React & TypeScript 실전 루틴,"# 🧠 Day 43 — 학습 주제
> **학습 기간:** 2025.11.27  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 43/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 44 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 44,2025.11.28,React + TypeScript 학습 루틴 — Day 44,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 44 — React & TypeScript 실전 루틴,"# 🧠 Day 44 — 학습 주제
> **학습 기간:** 2025.11.28  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 44/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 45 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 45,2025.11.29,React + TypeScript 학습 루틴 — Day 45,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 45 — React & TypeScript 실전 루틴,"# 🧠 Day 45 — 학습 주제
> **학습 기간:** 2025.11.29  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 45/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 46 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 46,2025.11.30,React + TypeScript 학습 루틴 — Day 46,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 46 — React & TypeScript 실전 루틴,"# 🧠 Day 46 — 학습 주제
> **학습 기간:** 2025.11.30  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 46/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 47 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 47,2025.12.01,React + TypeScript 학습 루틴 — Day 47,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 47 — React & TypeScript 실전 루틴,"# 🧠 Day 47 — 학습 주제
> **학습 기간:** 2025.12.01  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 47/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 48 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 48,2025.12.02,React + TypeScript 학습 루틴 — Day 48,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 48 — React & TypeScript 실전 루틴,"# 🧠 Day 48 — 학습 주제
> **학습 기간:** 2025.12.02  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 48/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 49 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 49,2025.12.03,React + TypeScript 학습 루틴 — Day 49,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 49 — React & TypeScript 실전 루틴,"# 🧠 Day 49 — 학습 주제
> **학습 기간:** 2025.12.03  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 49/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 50 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 50,2025.12.04,React + TypeScript 학습 루틴 — Day 50,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 50 — React & TypeScript 실전 루틴,"# 🧠 Day 50 — 학습 주제
> **학습 기간:** 2025.12.04  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 50/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 51 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 51,2025.12.05,React + TypeScript 학습 루틴 — Day 51,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 51 — React & TypeScript 실전 루틴,"# 🧠 Day 51 — 학습 주제
> **학습 기간:** 2025.12.05  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 51/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 52 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 52,2025.12.06,React + TypeScript 학습 루틴 — Day 52,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 52 — React & TypeScript 실전 루틴,"# 🧠 Day 52 — 학습 주제
> **학습 기간:** 2025.12.06  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 52/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 53 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 53,2025.12.07,React + TypeScript 학습 루틴 — Day 53,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 53 — React & TypeScript 실전 루틴,"# 🧠 Day 53 — 학습 주제
> **학습 기간:** 2025.12.07  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 53/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 54 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 54,2025.12.08,React + TypeScript 학습 루틴 — Day 54,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 54 — React & TypeScript 실전 루틴,"# 🧠 Day 54 — 학습 주제
> **학습 기간:** 2025.12.08  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 54/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 55 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 55,2025.12.09,React + TypeScript 학습 루틴 — Day 55,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 55 — React & TypeScript 실전 루틴,"# 🧠 Day 55 — 학습 주제
> **학습 기간:** 2025.12.09  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 55/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 56 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 56,2025.12.10,React + TypeScript 학습 루틴 — Day 56,"- 루틴 소개 – https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 56 — React & TypeScript 실전 루틴,"# 🧠 Day 56 — 학습 주제
> **학습 기간:** 2025.12.10  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 56/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 57 예고
",https://www.notion.so/React-TypeScript-Todo-Day-29-56-28d811fbadda815aa236cb5f70122ca0,
Day 57,2025.12.11,React + TypeScript 학습 루틴 — Day 57,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 57 — React & TypeScript 실전 루틴,"# 🧠 Day 57 — 학습 주제
> **학습 기간:** 2025.12.11  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 57/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 58 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 58,2025.12.12,React + TypeScript 학습 루틴 — Day 58,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 58 — React & TypeScript 실전 루틴,"# 🧠 Day 58 — 학습 주제
> **학습 기간:** 2025.12.12  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 58/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 59 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 59,2025.12.13,React + TypeScript 학습 루틴 — Day 59,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 59 — React & TypeScript 실전 루틴,"# 🧠 Day 59 — 학습 주제
> **학습 기간:** 2025.12.13  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 59/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 60 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
